,제목,판매여부,저자,원가,판매가,마일리지,번역여부,엮은이,출간일,페이지,구판여부,ISBN,물류코드
0,포르잔 C++ 에센셜,판매중," Behrouz A. Forouzan , Richard F. Gilberg ","32,000원","32,000원(0% off)",960점 (3%),번역서, 윤인성 , 2020-11-10, 756 쪽,, 9791156645061,4506
0,"IT CookBook, 액세스 2019로 배우는 데이터베이스 기초와 실습",판매중, 김지연 ,"28,000원","28,000원(0% off)",840점 (3%),집필서,, 2020-09-28, 536 쪽,"이 도서는 <IT CookBook, 데이터베이스 기초와 실습 ", 9791156645054,4505
0,포르잔 C++ 바이블,판매중," Behrouz A. Forouzan , Richard F. Gilberg ","45,000원","45,000원(0% off)","1,350점 (3%)",번역서, 윤인성 , 2020-08-31, 1192 쪽,, 9791156645030,4503
0,딥러닝을 위한 선형대수학,판매중, Gilbert Strang ,"38,000원","38,000원(0% off)","1,140점 (3%)",번역서, 부산대학교 산업수학센터(FFMIMC) , 2020-08-05, 560 쪽,, 9791156644972,4497
0,"IT CookBook, 오라클로 배우는 데이터베이스 개론과 실습(2판)",판매중," 박우창 , 남송휘 , 이현룡 ","29,000원","29,000원(0% off)",870점 (3%),집필서,, 2020-07-30, 600 쪽,"이 도서는 <IT CookBook, 오라클로 배우는 데이터베이스 개론과 실습>의 개정판입니다. 구판 정보 보기", 9791156645023,4502
0,대학을 버려야 대학이 산다,판매중, 조동성 외 인천대학교 가족 178명 ,"18,000원","18,000원(0% off)",540점 (3%),집필서,, 2020-07-25, 216 쪽,, 9791156645016,4501
0,"IT CookBook, 따라 하면서 배우는 사물인터넷",판매중, 양재삼 ,"28,000원","28,000원(0% off)",840점 (3%),집필서,, 2020-07-23, 448 쪽,, 9791156644941,4494
0,R로 하는 다변량 데이터 분석 : 이론부터 실무 활용까지,판매중," 카와하시 잇코 , 이와마 노리카즈 , 스즈키 마사유키 ","32,000원","32,000원(0% off)",960점 (3%),번역서, 권기태 , 2020-07-10, 544 쪽,, 9791156644989,4498
0,창의적 공학설계(3판),판매중, 김은경 ,"23,000원","23,000원(0% off)",690점 (3%),집필서,, 2020-07-10, 408 쪽,이 도서는 <창의적 공학설계(개정판)>의 개정판입니다. 구판 정보 보기, 9791156644934,4493
0,공학 핵심수학(2판)  : 기초부터 심화까지 핵심만 쏙쏙,판매중, 함남우 ,"23,000원","23,000원(0% off)",690점 (3%),집필서,, 2020-07-06, 484 쪽,이 도서는 <공학 핵심수학 , 9791156644996,4499
0,응용이 보이는 선형대수학 : 파이썬과 함께하는 선형대수학 이론과 응용,판매중, 이건명 ,"31,000원","31,000원(0% off)",930점 (3%),집필서,, 2020-07-06, 592 쪽,, 9791156645009,4500
0,"IT CookBook, 초연결 사회의 데이터통신과 네트워킹",판매중, 강문식 ,"29,000원","29,000원(0% off)",870점 (3%),집필서,, 2020-06-30, 504 쪽,"이 도서는 <IT CookBook, New 데이터통신과 네트워킹 ", 9791156644927,4492
0,"IT CookBook, 쉽게 배우는 MFC 윈도우 프로그래밍",판매중," 김선우 , 신화선 ","30,000원","30,000원(0% off)",900점 (3%),집필서,, 2020-06-20, 772 쪽,, 9791156644903,4490
0,"IT CookBook, 인공지능 시대를 위한 컴퓨터 과학 개론",판매중, 정기철 ,"27,000원","27,000원(0% off)",810점 (3%),집필서,, 2020-06-19, 520 쪽,, 9791156644958,4495
0,"IT CookBook, 코틀린을 활용한 안드로이드 프로그래밍",판매중," 우재남 , 유혜림 ","34,000원","34,000원(0% off)","1,020점 (3%)",집필서,, 2020-06-19, 564 쪽,, 9791156644965,4496
0,"IT CookBook, 처음 만나는 신재생에너지",판매중, 김지홍 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2020-06-10, 388 쪽,, 9791156644859,4485
0,프리드버그 선형대수학,판매중," 스티븐 H. 프리드버그 , 아놀드 J. 인셀 , 로렌스 E. 스펜스 ","35,000원","35,000원(0% off)","1,050점 (3%)",번역서," 한빛수학교재연구소 , 심형보(감수) ", 2020-06-05, 616 쪽,, 9791156644910,4491
0,"IT CookBook, CentOS 리눅스",판매중, 이종원 ,"32,000원","32,000원(0% off)",960점 (3%),집필서,, 2020-05-30, 792 쪽,, 9791156644897,4489
0,"Microeconomics, 6th Edition, Asia Edition",판매중," David Besanko , Ronald Braeutigam ","49,000원","49,000원(0% off)","1,470점 (3%)",원서,, 2020-05-01, 856 쪽,, 9781119666226,30000
0,누구나 파이썬 통계분석,판매중, 타니아이 히로키 ,"26,000원","26,000원(0% off)",780점 (3%),번역서, 권기태 , 2020-04-06, 384 쪽,, 9791156644880,4488
0,제대로 배우는 MATLAB&Simulink,판매중, 방성완 ,"29,000원","29,000원(0% off)",870점 (3%),집필서,, 2020-03-05, 576 쪽,, 9791156644828,4482
0,공학도를 위한 경영 : 4차 산업혁명 시대,판매중, 하귀룡 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2020-02-28, 348 쪽,, 9791156644866,4486
0,"SWedu 011, 앱 인벤터(2판) : 쉽고 재미있게 만드는 앱 프로그래밍",판매중, 이종원 ,"24,000원","24,000원(0% off)",720점 (3%),집필서,, 2020-02-21, 408 쪽,"이 도서는 <SWedu, 앱 인벤터>의 개정판입니다. 구판 정보 보기", 9791156644873,4487
0,"IT CookBook, 컴파일러의 이해 : 내공 있는 프로그래머로 길러주는 (증보판)",판매중, 박두순 ,"27,000원","27,000원(0% off)",810점 (3%),집필서,, 2020-02-20, 508 쪽,"이 도서는 <IT CookBook, 컴파일러의 이해 ", 9791156644835,4483
0,(2020) 완벽분석! 사회조사분석사 2급 실기,판매중," 노경섭 , 김성일 , 김기만 ","28,000원","28,000원(0% off)",840점 (3%),집필서,, 2020-01-30, 384 쪽,, 9791156644620,4462
0,"IT CookBook, 운영체제론 : Operating Systems, 3rd Ed",판매중," 하비 디텔 , 폴 디텔 , 데이빗 쇼픈스 ","32,000원","32,000원(0% off)",960점 (3%),번역서, 송경희 , 2020-01-30, 860 쪽,, 9791156644842,4484
0,기초수학 : Basic Mathematics(2판),판매중, 이재원 ,"20,000원","20,000원(0% off)",600점 (3%),집필서,, 2020-01-10, 312 쪽,이 도서는 <기초수학 , 9791156644811,4481
0,"IT CookBook, Android Studio를 활용한 안드로이드 프로그래밍(5판)",판매중," 우재남 , 박길식 ","29,000원","29,000원(0% off)",870점 (3%),집필서,, 2020-01-08, 572 쪽,"이 도서는 <IT CookBook, Android Studio를 활용한 안드로이드 프로그래밍(4판)>의 개정판입니다. 구판 정보 보기", 9791156644804,4480
0,"IT CookBook, 4차 산업혁명 시대의 정보통신개론",판매중, 고응남 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2020-01-06, 600 쪽,"이 도서는 <IT CookBook, New 정보통신개론 ", 9791156644767,4476
0,"IT CookBook, C 언어 일취월장",판매중, 신윤환 ,"28,000원","28,000원(0% off)",840점 (3%),집필서,, 2020-01-06, 808 쪽,, 9791156644774,4477
0,"IT CookBook, UI 디자인과 프로토타이핑을 위한 Adobe XD",판매중, 이영주 ,"27,000원","27,000원(0% off)",810점 (3%),집필서,, 2020-01-06, 552 쪽,, 9791156644750,4475
0,"IT CookBook, UI/UX 디자인 이론과 실습 with Adobe XD",판매중, 이영주 ,"28,000원","28,000원(0% off)",840점 (3%),집필서,, 2020-01-06, 560 쪽,, 9791156644651,4465
0,"IT CookBook, 객체 지향 설계와 분석을 위한 UML 기초와 응용",판매중," 한정수 , 김귀정 ","24,000원","24,000원(0% off)",720점 (3%),집필서,, 2020-01-06, 336 쪽,, 9791156644781,4478
0,"IT CookBook, 리눅스 실습 for Beginner",판매중, 우재남 ,"24,000원","24,000원(0% off)",720점 (3%),집필서,, 2020-01-06, 488 쪽,, 9791156644705,4470
0,"IT CookBook, 비주얼 베이직 2019 입문",판매중, 임관철 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2020-01-06, 436 쪽,, 9791156644699,4469
0,"IT CookBook, 스크래치로 배우는 컴퓨팅 사고",판매중," 조성호 , 고광일 ","21,000원","21,000원(0% off)",630점 (3%),집필서,, 2020-01-06, 384 쪽,, 9791156644798,4479
0,"IT CookBook, 엑셀로 배우는 데이터 분석",판매중, 박주미 ,"21,000원","21,000원(0% off)",630점 (3%),집필서,, 2020-01-06, 480 쪽,, 9791156644682,4468
0,"IT CookBook, 초연결 사회를 위한 컴퓨터 개론",판매중, 조성호 ,"26,000원","26,000원(0% off)",780점 (3%),집필서,, 2020-01-06, 538 쪽,, 9791156644675,4467
0,"IT CookBook, 파이썬 for Beginner(2판)",판매중, 우재남 ,"23,000원","23,000원(0% off)",690점 (3%),집필서,, 2020-01-06, 504 쪽,"이 도서는 <IT CookBook,  파이썬 for Beginner>의 개정판입니다. 구판 정보 보기", 9791156644668,4466
0,NO BULLSHIT 선형대수학 가이드,판매중, Ivan Savov ,"28,000원","28,000원(0% off)",840점 (3%),번역서," 김대정 , 모현선 , 배준우 ", 2020-01-06, 628 쪽,, 9791156644729,4472
0,NO BULLSHIT 수학&물리 가이드,판매중, Ivan Savov ,"28,000원","28,000원(0% off)",840점 (3%),번역서, 권기영 , 2020-01-06, 568 쪽,, 9791156644644,4464
0,정보교과교육론(2판),판매중," 이태욱 , 최현종 , 전용주 ","27,000원","27,000원(0% off)",810점 (3%),집필서,, 2020-01-06, 464 쪽,, 9791156644743,4474
0,실무로 완성하는 PLC(멜섹Q) : 서보를 이용한 위치 제어,판매중, 정완보 ,"28,000원","28,000원(0% off)",840점 (3%),집필서,, 2020-01-02, 568 쪽,, 9791156644736,4473
0,"College Physics, 5th Edition",판매중, Alan Giambattista ,"45,000원","45,000원(0% off)","1,350점 (3%)",원서,, 2020-01-01, 1232 쪽,, 9781260547719,8999
0,Stata로 끝내는 논문,판매중, 정규형 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2019-12-09, 372 쪽,, 9791156644712,4471
0,"Business Statistics: For Contemporary Decision Making, 10th Edition, Asia Edition",판매중, Ken Black ,"49,000원","49,000원(0% off)","1,470점 (3%)",원서,, 2019-12-01, 832 쪽,, 9781119668220,30001
0,(2020) 완벽분석! 사회조사분석사 2급 필기,판매중," 노경섭 , 김성일 , 김기만 ","30,000원","30,000원(0% off)",900점 (3%),집필서,, 2019-11-20, 588 쪽,, 9791156644613,4461
0,"IT CookBook, 유닉스 이론과 실습(3판)",판매중," 이종원 , 윤소정 ","25,000원","25,000원(0% off)",750점 (3%),집필서,, 2019-11-13, 568 쪽,, 9791156644637,4463
0,"IT CookBook, 경영경제통계학",판매중, 유영태 ,"28,000원","28,000원(0% off)",840점 (3%),집필서,, 2019-10-18, 472 쪽,, 9791156644606,4460
0,"Swedu, 정보적 사고에서 인공 지능까지",판매중, 김현철 ,"19,000원","19,000원(0% off)",570점 (3%),집필서,, 2019-09-28, 184 쪽,, 9791156644545,4454
0,"IT CookBook, 문제 해결력을 키우는 디자인 씽킹",판매중," 송태란 , 이정현 ","22,000원","22,000원(0% off)",660점 (3%),집필서,, 2019-09-10, 300 쪽,, 9791156644583,4458
0,"IT CookBook, 모두를 위한 R 데이터 분석 입문",판매중, 오세종 ,"26,000원","26,000원(0% off)",780점 (3%),집필서,, 2019-08-24, 480 쪽,, 9791156644590,4459
0,"IT CookBook, 최신 컴퓨터 구조",판매중," 임석구 , 홍경호 ","28,000원","28,000원(0% off)",840점 (3%),집필서,, 2019-08-17, 616 쪽,, 9791156644569,4456
0,"IT CookBook , MySQL로 배우는 데이터베이스 개론과 실습",판매중," 박우창 , 남송휘 , 이현룡 ","27,000원","27,000원(0% off)",810점 (3%),집필서,, 2019-08-15, 572 쪽,, 9791156644576,4457
0,"IT CookBook, HTML5 웹 프로그래밍 입문(3판)",판매중, 윤인성 ,"26,000원","26,000원(0% off)",780점 (3%),집필서,, 2019-07-20, 488 쪽,"이 도서는 <IT CookBook, HTML5 웹 프로그래밍 입문(개정판)>의 개정판입니다. 구판 정보 보기", 9791156644552,4455
0,"IT CookBook, 컴퓨터 활용과 실습 2016",판매중, 김주영 ,"24,000원","24,000원(0% off)",720점 (3%),집필서,, 2019-07-15, 520 쪽,, 9791156644507,4450
0,"IT Cookbook, 처음 만나는 전자회로",판매중, 황형수 ,"24,000원","24,000원(0% off)",720점 (3%),집필서,, 2019-07-10, 440 쪽,, 9791156644491,4449
0,스트랭 미분방정식과 선형대수학,판매중, Gilbert Strang ,"30,000원","30,000원(0% off)",900점 (3%),번역서, 한빛수학교재연구소 , 2019-07-09, 552 쪽,, 9791156644422,4442
0,"IT CookBook, 네트워크 개론(3판)",판매중, 진혜진 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2019-07-05, 516 쪽,"이 도서는 <IT CookBook, 네트워크 개론(개정판) ", 9791156644521,4452
0,"IT CookBook, 텐서플로로 배우는 딥러닝",판매중," 박혜정 , 석경하 , 심주용 , 황창하 ","27,000원","27,000원(0% off)",810점 (3%),집필서,, 2019-06-30, 448 쪽,, 9791156644538,4453
0,"IT CookBook, 파워포인트 2016",판매중, 김지연 ,"19,000원","19,000원(0% off)",570점 (3%),집필서,, 2019-06-29, 420 쪽,, 9791156644514,4451
0,"SWedu, 스크래치 3.0 : 컴퓨팅 사고력을 키우는 블록 코딩",판매중, 고광일 ,"22,000원","22,000원(0% off)",660점 (3%),집필서,, 2019-06-10, 392 쪽,, 9791156644484,4448
0,"IT CookBook, design school 포토샵 & 일러스트레이터 CC 2019",판매중, 이영주 ,"23,000원","23,000원(0% off)",690점 (3%),집필서,, 2019-06-06, 616 쪽,, 9791156644477,4447
0,"IT CookBook, PHP 프로그래밍 입문(3판)",판매중, 황재호 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2019-05-20, 456 쪽,"이 도서는 <IT CookBook, PHP 프로그래밍 입문(개정판)>의 개정판입니다. 구판 정보 보기", 9791156644446,4444
0,칼만 필터는 어렵지 않아 with MATLAB Examples,판매중, 김성필 ,"26,000원","26,000원(0% off)",780점 (3%),집필서,, 2019-05-20, 256 쪽,, 9791156644415,4441
0,"IT CookBook, R로 배우는 데이터 과학",판매중," 양윤석 , 오일석 , 강래형 ","27,000원","27,000원(0% off)",810점 (3%),집필서,, 2019-05-08, 440 쪽,, 9791156644460,4446
0,"IT CookBook, design school 포토샵 CC 2019",판매중, 이영주 ,"22,000원","22,000원(0% off)",660점 (3%),집필서,, 2019-04-19, 540 쪽,, 9791156644453,4445
0,제대로 알고 쓰는 논문 통계분석 : SPSS & AMOS (개정증보판),판매중, 노경섭 ,"28,000원","28,000원(0% off)",840점 (3%),집필서,, 2019-02-28, 460 쪽,, 9791156644408,4440
0,이산수학 : tool 중심으로 이해하는 새로운 시각,판매중, 박두순 ,"24,000원","24,000원(0% off)",720점 (3%),집필서,, 2019-01-31, 484 쪽,, 9791156644033,4403
0,"IT CookBook, 따라 하면서 배우는 마이크로컨트롤러",판매중, 허경용 ,"28,000원","28,000원(0% off)",840점 (3%),집필서,, 2019-01-28, 528 쪽,, 9791156644392,4439
0,"IT CookBook, 데이터베이스 개론(2판)",판매중, 김연희 ,"27,000원","27,000원(0% off)",810점 (3%),집필서,, 2019-01-03, 592 쪽,, 9791156644316,4431
0,스트랭 미분적분학,판매중, Gilbert Strang ,"34,000원","34,000원(0% off)","1,020점 (3%)",번역서, 한빛수학교재연구소 , 2019-01-02, 872 쪽,, 9791156644378,4437
0,"IT CookBook, 데이터 과학을 위한 파이썬 프로그래밍",판매중, 최성철 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2019-01-01, 536 쪽,, 9791156644361,4436
0,"IT CookBook, 데이터베이스 for Beginner",판매중, 우재남 ,"24,000원","24,000원(0% off)",720점 (3%),집필서,, 2019-01-01, 520 쪽,, 9791156644354,4435
0,한번에 통과하는 논문 : AMOS 구조방정식 활용과 SPSS 고급 분석,판매중, 히든그레이스 논문통계팀 ,"28,000원","28,000원(0% off)",840점 (3%),집필서,, 2018-12-24, 536 쪽,, 9791156644347,4434
0,공학도라면 반드시 알아야 할 최소한의 과학,판매중, John Bird ,"24,000원","24,000원(0% off)",720점 (3%),번역서, 권기영 , 2018-12-21, 456 쪽,, 9791156644040,4404
0,"IT CookBook, 전공자를 위한 C 언어 프로그래밍",판매중, 주우석 ,"29,000원","29,000원(0% off)",870점 (3%),집필서,, 2018-12-14, 668 쪽,, 9791156643708,4370
0,"IT CookBook, design school 프리미어 프로 CC",판매중, 강재신 ,"25,000원","25,000원(0% off)",750점 (3%),집필서,, 2018-12-07, 532 쪽,, 9791156643937,4393
0,"IT CookBook, design school 일러스트레이터 CC",판매중, 이영주 ,"23,000원","23,000원(0% off)",690점 (3%),집필서,, 2018-11-30, 428 쪽,, 9791156643920,4392
0,"IT CookBook, 모바일 & 데스크톱을 위한 웹 기획 프로세스",판매중, 강은정 ,"24,000원","24,000원(0% off)",720점 (3%),집필서,, 2018-11-25, 424 쪽,, 9791156644323,4432
0,"IT CookBook, 시스템 해킹과 보안(3판)",판매중, 양대일 ,"27,000원","27,000원(0% off)",810점 (3%),집필서,, 2018-11-12, 568 쪽,, 9791156644101,4410
0,"IT CookBook, 자바 프로그래밍 for Beginner",판매중, 우재남 ,"26,000원","26,000원(0% off)",780점 (3%),집필서,, 2018-11-10, 600 쪽,, 9791156644064,4406
0,"IT CookBook, 쉽게 배우는 JSP 웹 프로그래밍",판매중, 송미영 ,"27,000원","27,000원(0% off)",810점 (3%),집필서,, 2018-10-08, 636 쪽,, 9791156643388,4338
0,NCS를 기반으로 한 직무 기초수학,판매중," 이광연 , 조성훈 , 최상일 ","22,000원","22,000원(0% off)",660점 (3%),집필서,, 2018-10-05, 408 쪽,, 9791156644002,4400
0,수치해석학 바이블,판매중," Ward Cheney , David Kincaid ","32,000원","32,000원(0% off)",960점 (3%),번역서," 이병준 , 한희재 ", 2018-09-28, 676 쪽,, 9791156644019,4401
0,MATLAB으로 배우는 공학 수치해석(개정판),판매중, 방성완 ,"24,000원","24,000원(0% off)",720점 (3%),집필서,, 2018-07-20, 352 쪽,, 9791156643999,4399
0,"IT CookBook, 모바일 UI/UX 디자인 실무",판매중, 이영주 ,"28,000원","28,000원(0% off)",840점 (3%),집필서,, 2018-07-09, 528 쪽,, 9791156644088,4408
0,"IT CookBook, C 언어 for Beginner(개정3판)",판매중, 우재남 ,"23,000원","23,000원(0% off)",690점 (3%),집필서,, 2018-06-30, 516 쪽,, 9791156643951,4395
0,"IT CookBook, R로 배우는 딥러닝",판매중," 박혜정 , 석경하 , 심주용 , 황창하 ","23,000원","23,000원(0% off)",690점 (3%),집필서,, 2018-06-30, 240 쪽,, 9791156644095,4409
0,"IT CookBook, 쉽게 배우는 운영체제",판매중, 조성호 ,"28,000원","28,000원(0% off)",840점 (3%),집필서,, 2018-06-30, 616 쪽,, 9791156644071,4407
0,"SWedu, 엔트리파이선",판매중," 정영식 , 홍은미 , 김슬기 , 김성훈 ","22,000원","22,000원(0% off)",660점 (3%),집필서,, 2018-06-30, 264 쪽,, 9791156643944,4394
0,"IT CookBook, 엑셀 2016",판매중, 김지연 ,"19,000원","19,000원(0% off)",570점 (3%),집필서,, 2018-06-29, 412 쪽,, 9791156644057,4405
0,만만한 통계 : Excel 활용,판매중, 닐 샐카인드(Neil J. Salkind) ,"26,000원","26,000원(0% off)",780점 (3%),번역서, 김재경 , 2018-06-29, 476 쪽,, 9791156643982,4398
0,문과생도 이해하는 확률과 통계,판매중, 야마모토 토시로 ,"20,000원","20,000원(0% off)",600점 (3%),번역서, 박윤경 , 2018-06-29, 300 쪽,, 9791156643975,4397
0,수식이 보이는 공학수학 : Engineering Mathematics (개정판),판매중, 장윤석 ,"24,000원","24,000원(0% off)",720점 (3%),집필서,, 2018-06-20, 476 쪽,이 도서는 <수식이 보이는 공학수학 , 9791156644026,4402
0,"IT CookBook, 핵심이 보이는 전자회로 with PSPICE(개정판)",판매중, 신경욱 ,"32,000원","32,000원(0% off)",960점 (3%),집필서,, 2018-04-30, 660 쪽,, 9791156643883,4388
0,MOS 2016 액세스,판매중," 김경희 , 오해강 ","14,000원","14,000원(0% off)",420점 (3%),집필서,, 2018-04-17, 292 쪽,, 9791156643371,4337
